PayingCompany,HouseBank,Account,PaymentMethod,CheckNo
aoKl,wzUaz,000733414,Wire Transfer,4049522
fdwi,LQBIQ,017498392,Cash,7613802
UmHF,Jybdh,758478904,Cash,3557710
vyft,BRoPr,200827210,Check,4332169
bFaT,BSjiw,167627035,Wire Transfer,0278542
zsrQ,AJVqh,969673210,Wire Transfer,8091929
RNml,iAcFE,199076163,Cash,0544210
zJco,ZBPjn,580915462,Wire Transfer,2220739
OfRu,zDISV,501943633,Cash,8545446
WDAB,aaNpP,594273215,Check,0756775
yUIn,AexJM,422662685,Cash,7320443
Hrfa,ucXQF,226515171,Check,1279559
yTVS,zYbRN,715554520,Cash,9775254
rGgN,AAXYh,073810097,Check,4115868
KdIl,xeUGL,037519286,Check,5453188
TAWq,DHNUn,181903873,Wire Transfer,9543718
KuJs,nqlji,891170014,Check,3303193
Queu,BzgRp,231937878,Wire Transfer,1123275
dtsi,sRAOE,306593854,Wire Transfer,3375570
ToUs,IMyGp,528866461,Wire Transfer,8881393
pNUk,tBvhc,789290921,Check,1831761
Mdik,LCcYp,270994682,Cash,8052781
pcBe,EvyIC,658562083,Check,3129276
TJrR,VUhbP,179488116,Check,5262246
oNdA,XYTLM,754951834,Cash,9706833
zMWl,ryMsT,737352229,Wire Transfer,2093318
gmPw,QBYVG,108300274,Cash,4521941
Ewiw,Zfqgc,063192938,Check,5356173
KxRb,FQaEN,234162522,Cash,3264388
ZCuG,YcOGN,543333284,Cash,4005099
NKJK,wggeQ,820041362,Check,1757068
SrKM,tnkvB,841782763,Wire Transfer,0073357
GRjB,cfVpu,872197539,Cash,9045810
wldQ,ffprg,318711912,Check,1739259
jdMh,FWIqP,427786919,Wire Transfer,8471603
ZGdt,OYcvA,634152192,Check,7373539
LgNQ,pNuCt,717045448,Wire Transfer,2571672
DJik,pWBWH,854400583,Wire Transfer,4533301
WDDQ,UQvVI,945638547,Check,1281919
xJfh,NnPgr,222851825,Check,8418330
jJHL,KjFlx,294854622,Check,4494582
DqUj,HgMrS,642332668,Check,8413661
qRHg,Ndtlz,362018168,Wire Transfer,4797148
NYpp,XIAYb,542407568,Cash,0997229
cuMp,KEzFP,909406825,Cash,4641582
Tiah,ZgJXf,324624079,Cash,9514850
FLdZ,DUSIc,973803137,Check,1093057
waxl,tvKOI,301504100,Check,5811942
ZkqR,zYKEO,802326083,Wire Transfer,2635416
pxBO,EnOrQ,966004045,Wire Transfer,4054016
xnSX,UIYCF,835158270,Cash,5125734
SCvE,qooLw,815688913,Wire Transfer,9840412
GJZL,SeDwQ,248205682,Wire Transfer,9318754
BEAz,HpHBz,045834383,Check,9177840
PEXr,mPqgM,682377460,Cash,2489192
CHmT,FjRSs,553847547,Check,2035057
nhzA,Gvsvi,658661020,Wire Transfer,5197561
RoBJ,mjPBf,946699030,Cash,3858439
BUiX,txMLV,202935197,Wire Transfer,2764809
xFko,llNvc,566838972,Wire Transfer,9824928
cJXJ,MUEbY,175505893,Wire Transfer,4281892
IUKh,bRknu,670475233,Check,0742182
ahsm,HsOHM,947495646,Cash,5573330
ztpM,DoDas,289022664,Wire Transfer,0705681
DWUf,QOXZM,855830198,Check,2691593
MiiK,yhpiA,199878437,Wire Transfer,8528653
Asds,UhVPw,170747017,Check,0125485
aERk,synXO,038230798,Cash,7734448
AKKk,qdYMc,322598010,Cash,0567183
lVDM,dKnFG,377583867,Wire Transfer,1870574
raaO,KRmjX,158006669,Check,9772656
KKbs,CIaRt,403793896,Wire Transfer,6330576
THoH,afxMP,614730093,Check,2935727
uBpI,mrLFS,319558425,Cash,5645706
FuyG,CRCRf,009938279,Check,6346213
ZWLL,sEvOv,207216234,Wire Transfer,7895579
wYLE,YYdyw,978842593,Cash,8233590
RdWG,WSMCp,864525845,Wire Transfer,3636322
xLSM,qasVs,528120319,Cash,8737701
wxpO,AvVCk,501024947,Check,7301799
rMAA,ahIyP,069267235,Cash,7894928
TFqr,pHOCM,056765908,Cash,4707314
HLXK,nEODw,514875199,Check,5348298
nYhI,ntNQb,813729303,Wire Transfer,9105220
QfTv,lNfDW,019869603,Check,5883846
wnWe,qtufo,538927220,Check,9426331
nKyi,FRMmd,126118249,Check,3402309
tbFO,NCqTG,385547829,Check,6856381
ONHd,axKsh,504091418,Check,4193915
WwrN,JxJfa,475403607,Check,2936095
tfRC,vhpeO,044388845,Check,4827861
tOJF,DAgze,911957464,Check,4719152
JhUM,xzNiQ,843955824,Wire Transfer,8303317
DgZg,vAsAo,757402947,Check,8055817
RklS,lWwKJ,894384810,Cash,9663308
zeFO,JyYYF,840920756,Cash,1360210
DqPB,XuxVM,592101794,Check,8058530
vnri,sDRIm,574063443,Cash,3606465
rNfd,bDcRJ,486940081,Check,1963918
BOWF,wQjuB,108909066,Check,7527714
oToU,FLSXf,436369098,Cash,4960542
XhQo,KSoMY,451280733,Check,4871293
wgZP,nxQQt,611270156,Cash,4530407
MKmM,cqLiH,512815385,Check,6116882
DUTW,SnQol,865758404,Cash,3796545
jtik,jsfNA,950598373,Check,5111535
CVsX,mVyqv,052667787,Wire Transfer,3770308
eAso,JGNQc,731819082,Wire Transfer,8427619
WVUO,uOKjd,102531013,Cash,1805647
iFQI,jtPZG,700881911,Wire Transfer,1153667
mLtd,FkKHr,960208600,Check,5487303
vPiB,WcOwF,679569770,Cash,0025165
xbhx,sworJ,851179688,Check,0189943
ViDG,NEhNm,147344958,Cash,4631609
qsEJ,brpYE,363466579,Check,3883395
RvgU,tRtfs,620504034,Wire Transfer,0211315
zKcP,QjYwB,444609805,Check,3118384
rWBZ,bqbVy,955718853,Wire Transfer,3627385
hLCW,oUgir,642766867,Wire Transfer,9996814
ARLa,vPjiw,264388797,Check,6591688
Dgxp,owzqv,242974318,Wire Transfer,1492262
kowS,tZgLU,076806932,Cash,7435834
iKCH,uqbUa,380430947,Check,3350886
CuEi,hLGnp,287951992,Check,1278158
eBIP,rMSjb,051740307,Cash,5561086
Tckr,wIUJw,108183714,Check,1714976
nZEv,AXFhS,755706122,Check,1706100
HpCw,gRPVF,375426780,Cash,2592904
LAdA,moQJm,765348197,Check,7678638
JefY,FxwDl,356447135,Cash,2381792
LzkB,TUQuj,400369174,Cash,5962980
MHWH,jXyyt,847474436,Cash,3411484
exNE,YdiyL,375398496,Check,7645874
gNgj,zfWYd,205153348,Cash,0553811
JHcP,sDyaE,058156920,Check,6527855
tmoD,bYlsA,473581868,Cash,1651535
BQav,Dhgcn,431624534,Check,5450997
VpUE,KXWMq,949508678,Wire Transfer,6827255
LEZB,OSdwp,896240265,Wire Transfer,1949726
mxlM,aiUsv,818839075,Wire Transfer,0884117
AbaN,pAklL,273816145,Check,5014671
uXyq,loHpB,960301377,Cash,2090405
XvQa,uLrui,377150418,Cash,3778019
vZPt,CLMlM,727692928,Cash,5588324
LQHV,fhMZn,264106090,Wire Transfer,1044611
WZsx,feAwP,054155858,Check,1566825
SEQZ,QNfAZ,491963392,Cash,7845032
hxse,TxTQk,717725938,Check,5214261
mLSe,DwWSz,107387903,Check,0117213
cgUJ,mJbai,158884557,Wire Transfer,4704991
PPyl,NGwia,716756565,Cash,1884632
Kfmh,rxhDK,871678798,Check,1126196
EKat,pufbN,891349649,Cash,7570698
wEwT,tUNEY,473764750,Wire Transfer,2557550
DUMP,jOptU,670883534,Cash,0243828
QHTI,sKcCP,793894696,Check,7124114
WYnc,ZcbFO,030258066,Wire Transfer,3748353
vDqT,kWUTE,102317142,Wire Transfer,2423308
EYPB,BkJil,870512986,Wire Transfer,0985885
lquc,yDUnb,366749302,Check,7791429
IhwE,QvwNH,558648589,Cash,7333048
rtWl,lAXaI,612077710,Check,4863944
Jxad,Tydto,797914017,Wire Transfer,2774056
gkfy,THJYo,848889406,Check,3200935
fuwp,UvuLC,079322357,Wire Transfer,5366908
LYvT,pjXMO,410053776,Cash,5010467
GqqZ,dUaeK,455806977,Cash,1939049
eACX,zLoXu,204846023,Check,8967338
jCEm,djEWH,834227817,Cash,8989328
kHnq,lEBhH,784068611,Check,5251069
FCPi,EGlwb,788231210,Cash,1612096
SxPN,REOmg,800154376,Cash,4522637
MlsB,CRGUf,510027986,Cash,1146027
MyRW,fJUEH,754910135,Wire Transfer,1070501
uGlm,tLXWP,405213802,Cash,6732119
CfPr,Hozez,218780085,Wire Transfer,2190834
gtuN,pFJDt,881826860,Cash,5486267
pGcx,wQsfv,898296138,Check,1349991
tHOD,JSKSV,770784766,Check,9101920
AHBL,zvdHc,842386041,Cash,3951196
FBGj,Ggorv,648687929,Cash,7202115
kCYH,SxyRC,797122100,Wire Transfer,7302844
tAFg,lidES,340649891,Wire Transfer,8288261
cpsa,mbsex,627963721,Cash,4156598
xVFH,POLvq,505682944,Check,9345846
POiM,blBZJ,418658265,Cash,9830460
dsEr,UUpMV,289865910,Cash,3831366
JTty,InIlf,289154369,Wire Transfer,2116681
vdpO,VafpY,803119816,Check,0765880
QJEz,ncljt,350710334,Wire Transfer,6821353
HdtX,wUsHy,524189762,Check,7565435
EOGF,xEmiX,712655263,Wire Transfer,5822233
nDaW,VIQFt,758789706,Cash,0133278
Kyic,wJfTa,149745636,Cash,7129554
FEKI,VEaNz,955890036,Check,2223777
QKCC,FDzXq,904623775,Cash,4736759
cnjR,BidvW,990537023,Cash,5453034
vIuf,mHLNM,366256768,Wire Transfer,1366352
TCfe,qySXp,810203512,Cash,6364935
VdfA,ZpTME,853679837,Check,9369650
FGLI,AnqqP,244947935,Check,6579898
NeMP,wsCAn,404452078,Cash,5863504
JsVF,LEDLc,763304109,Wire Transfer,1553676
BNom,wIHJS,310555463,Check,1425994
JgLy,Ztcqu,751296544,Cash,3411001
jrlT,JOVHk,151951402,Wire Transfer,7470517
cCzf,sRiDo,815463234,Wire Transfer,2556767
IIba,ANoBW,787685125,Wire Transfer,2490606
OpxI,INNOl,905879735,Check,1418730
APJd,SsXsY,241396251,Wire Transfer,3912565
motq,XJopv,339128757,Wire Transfer,7322785
cbIo,KdLNd,274517917,Check,8951393
YLom,xwpeT,382478475,Check,3110020
PJfs,iMYKs,860632371,Cash,8796208
ZUcu,LbDLu,014486072,Cash,2975001
TQQX,nfNgQ,703577318,Cash,7431694
NaTA,LJLhV,078167770,Wire Transfer,6236430
nzXU,Mlhfl,938432877,Wire Transfer,1064292
yMMq,eCuiY,080761802,Wire Transfer,1601357
Ovbh,hfEvD,719562211,Check,8492329
Wpgb,rWVLd,311127321,Check,6165860
ABdF,xoWTy,427510555,Wire Transfer,3797274
iiYx,HleBP,763228237,Cash,0575792
nKtn,TDvzb,664258734,Check,7715988
zELy,yRiIM,752289625,Cash,9517162
NkmI,hasgp,258160042,Wire Transfer,8913867
SAlc,zetlE,630118430,Cash,3959779
jviQ,MDwrE,038531408,Wire Transfer,8598038
aozx,pswra,459515674,Cash,3206356
nxau,vewwz,311176170,Check,2946536
AzoP,fCPed,384601662,Wire Transfer,1075881
Lvoa,Ueurd,930024707,Check,6338649
riRS,rprSL,380793483,Check,2239815
OrlH,lMPqT,884306847,Cash,5462516
zyeJ,Uukeg,381726773,Cash,7217129
Skzb,trJzZ,087797251,Wire Transfer,8757961
fFci,LdeSS,419605557,Wire Transfer,5098372
Mhke,GfnOl,274194622,Cash,8298648
bRNM,guMSa,192308392,Cash,4409651
kfeF,ygWhI,474559208,Wire Transfer,6494873
KHjO,ZDCqZ,764540330,Cash,0469782
LPdM,aVMSZ,757335680,Wire Transfer,5309302
pgHB,AOtrx,342168090,Cash,6500306
KchF,kiGkW,583518310,Wire Transfer,2004424
fdzc,XQGLn,782546031,Wire Transfer,0116836
CGED,bUkZM,097213306,Check,5264742
MUzB,MMWXH,681548673,Cash,8217887
lfln,GJtDW,357117411,Cash,7206806
yuoG,XVwpH,870203792,Cash,7661362
IQuF,tjHuH,399124509,Cash,9551999
acWf,HBinP,987552084,Wire Transfer,2678792
skjv,CYOAK,415829371,Check,0618697
TKxD,ACRCD,331589496,Check,2345440
uFMD,oMAgp,479850193,Wire Transfer,4384220
DMtJ,Jkoxo,476370419,Cash,5847487
JAAE,OrKuW,835457862,Check,4537415
VDyS,IyNzK,204558517,Check,8148428
GLaA,pwiaE,540749731,Wire Transfer,7323928
dOoj,LVISn,283011160,Cash,7596262
WMXd,JprhV,053828283,Cash,9997920
DYsC,wxjaN,925299708,Check,5187414
KiMU,niYsD,075376867,Cash,2763002
sgxO,ETNwW,821983445,Cash,1084198
LgzA,uRdMK,166248263,Check,9094125
yPPa,WWGKq,704383645,Wire Transfer,4270176
EBtZ,GUruE,281590046,Cash,1371328
qiqY,VAkee,274424977,Cash,6392692
fmxx,AryMl,385384587,Wire Transfer,8135393
BpJY,gbGjW,043787017,Wire Transfer,2527906
MtOf,ZyVXo,660837602,Wire Transfer,1170693
unZO,IbMFP,340730784,Check,5249043
pxyU,zdrYe,772056839,Wire Transfer,7622512
qewa,Fkauv,542463910,Cash,9537279
nPsG,fjrPK,308364629,Wire Transfer,1096634
gwvr,eLXPc,045450720,Check,4066046
MlFc,NKrvn,226715148,Check,0607272
kRQh,BhyUa,061094675,Wire Transfer,1219408
aNAg,JlYuQ,518653826,Check,3339686
NaiE,uIAEU,061930587,Cash,1605184
mpMu,gYXaU,907394116,Wire Transfer,8232645
qMLQ,GwVrz,927180625,Wire Transfer,3535639
gQXx,dBLbB,379718998,Cash,7717540
QbDV,xEJPJ,588659569,Cash,5374108
Mbgl,EWGPJ,794426762,Wire Transfer,0093268
plWg,Rosqq,652943868,Cash,2322770
vQgz,qptfK,151131872,Wire Transfer,8611464
eGfb,QWmyh,915745388,Cash,7309556
lmIh,Zaflz,513500301,Cash,2674506
ncsX,GWNeX,434871168,Check,4822130
obLv,MybbI,570572916,Cash,5531192
Ifva,vGXkM,419615664,Check,8838391
Pdtd,cRMzR,366276222,Check,9334697
Vsom,YjWKZ,847801920,Cash,2410613
cEdl,XaxKJ,096969418,Cash,0052147
UXKv,CtoxV,451340004,Cash,5499769
SBIA,qEHLa,996604337,Check,0095891
lRoK,ktGQJ,726832263,Wire Transfer,9676321
YMcK,oGnGj,219143910,Check,0204033
BBPZ,syktP,588156251,Cash,6672812
LYXx,PWyjA,496037430,Wire Transfer,3279908
hbKn,asXIu,935937379,Cash,7200561
JwNB,myrxT,733916599,Wire Transfer,0507566
XySR,PloXA,166754846,Wire Transfer,2274807
YQdV,gwQJg,705022396,Check,6781120
FLti,VydqG,756686751,Wire Transfer,3946502
xkjX,zGNYg,263513740,Check,0228765
fRwP,cnKhu,466014295,Cash,4461015
eekL,kxxxw,976851564,Wire Transfer,2307167
GheD,yUpXE,441324605,Check,6982704
GlBY,ECmWC,500914928,Check,6486009
lhbu,OftGM,152933727,Cash,3202861
ZQCm,noohz,027064763,Wire Transfer,2455152
nLrK,SNEAv,330000364,Cash,7750451
GVRc,RwrjV,604718717,Wire Transfer,8489225
kuqd,tjklD,330424333,Wire Transfer,9945784
wVqx,KuHna,818996925,Wire Transfer,5788514
OBGp,mexNW,901267935,Check,5250375
jQwS,GGYCm,328922597,Check,3734686
uGnl,IUFwu,005487299,Cash,9545527
cYvw,wDKju,069200010,Wire Transfer,5288231
YqVj,mQpoc,776763402,Cash,5265409
WAEZ,mfNqK,069708437,Cash,4052170
mDIt,lYjfs,144557788,Cash,0611249
EprZ,yVjzh,906367385,Check,6790282
tiKN,RbfVn,446807198,Cash,4748147
UgWz,VGhlv,057644455,Cash,5405834
zCxy,pLjai,813228835,Wire Transfer,8402398
mpXG,CNzcf,022862876,Check,6051454
rqFE,qsfJd,257552965,Cash,7364585
TLPb,LTuPh,164499462,Check,5482446
OYQE,YBOGi,424756418,Wire Transfer,8454147
OWEH,yGcRy,622571088,Wire Transfer,4589145
hPqC,jSzBe,910725196,Wire Transfer,9178973
Hycm,NPzCE,166478868,Cash,5508486
uiYt,oEVlC,871308424,Cash,6856096
LDQg,xsniA,919093533,Cash,8492477
cMht,uoTrm,479612604,Wire Transfer,5959619
foOG,uoFQT,258761098,Check,4651281
zsmU,JQZAe,011705741,Cash,5637151
VZVA,lzLqd,700456173,Check,9243546
fJEm,znoIZ,429825771,Wire Transfer,7578912
zfbe,gsOSz,194892129,Wire Transfer,9160873
RsxA,SNeuj,004717998,Wire Transfer,2765888
yHrd,DjwDl,370163893,Check,1219805
yzGo,ssNxi,032669640,Cash,8285215
nMDD,iPOLW,772407476,Check,4598052
BZMD,qXDEb,421543180,Cash,1307055
Febc,IKvkP,344710503,Cash,6934040
vcdx,kvScG,810525746,Wire Transfer,2801750
kDwS,CzeoH,411110877,Wire Transfer,7306971
UlHn,RWfCx,119194972,Wire Transfer,4495376
byxE,wdCjB,723245530,Check,3492735
Tics,yGMyB,474325452,Check,2219835
eJSj,QHYMr,428089006,Check,8736060
ixPa,bejJm,945649331,Check,3749976
KFRp,WmaGo,074322293,Check,3497672
sepg,CzTCP,651750327,Check,5187143
wgbs,CrcVI,472590062,Cash,4630889
ugTq,wRAFU,925086445,Cash,9491394
dxZl,fsDHM,344356557,Cash,8850902
okhr,xgygl,153644838,Check,7510019
ipzm,jJKTh,068810633,Cash,5180180
jvoK,VJnnV,916328183,Check,9423602
mZnO,YkDrp,418527365,Cash,4306597
woBS,twCrl,815046618,Cash,0830621
DzLM,iFcAI,691296940,Check,2363425
aMkQ,ljACI,526413795,Wire Transfer,2687190
rMCo,pLodu,346104767,Check,4065624
aopk,YeNwT,141003778,Check,8885856
tQGc,GRsmn,154944388,Wire Transfer,0826528
IuHe,smRcU,386199371,Check,2324396
zzOX,BovAS,133987606,Cash,8851021
JNJS,dHqtG,079946534,Check,3170165
QwqE,PIQDL,334349320,Wire Transfer,5137013
SjQr,BZYza,813622783,Wire Transfer,2878132
Txyo,Eonhk,535196980,Wire Transfer,6962628
hCot,QCDsd,088724283,Check,4309760
MwrF,GcjFb,829900398,Check,2914805
HfDF,KzuJp,917032282,Wire Transfer,6749194
tODr,QNGhM,534862407,Check,2954766
reRG,UYBAA,016867214,Check,9683782
fqZy,NUZVo,772581901,Check,9305940
bsgO,HEWlK,937291282,Cash,0223338
lOSo,SgTUa,023352792,Cash,6433844
gwyH,XePfd,982186847,Cash,2170334
OlkF,aOHvZ,493812837,Wire Transfer,0568737
fZmw,VLvqk,422968587,Wire Transfer,6211999
vNKq,HZmIA,873420214,Cash,6668122
wkqP,rcjnv,685395304,Check,1404661
iJVI,kWtIi,536642189,Check,2459494
dibJ,lmhYS,426204729,Cash,1469797
DqZc,liJQn,691585175,Cash,7201310
UwuU,BjPuf,226017704,Cash,1760271
vnhg,XWHOg,401148399,Cash,1783862
wfVT,sacbv,837738107,Cash,5690602
mkLq,pdEIz,488708947,Cash,5807031
ZYJc,cyZhz,411744967,Cash,4927649
PgWG,VLNKE,429489938,Check,1367230
ncYf,BVTdi,096484742,Check,5539923
OOzk,yTjVv,148277497,Wire Transfer,6175809
EcjC,HApgd,877734335,Check,1526991
aItq,kYxhB,486627912,Check,5662553
swWP,xUAFv,112592017,Wire Transfer,1444943
aodC,FftHt,832082245,Cash,8059274
jFpM,SSMsn,888563222,Check,8673407
Iwal,SWEAp,152266339,Check,9934232
WRlC,eEaUA,530663689,Check,4362975
AXco,fJepO,426986868,Wire Transfer,6079083
UPQa,XsKOQ,448408404,Check,4061153
GlTs,RFkSN,305747832,Wire Transfer,8277309
sZVI,MtUOl,265304760,Cash,2134336
BRLt,EyCEQ,743721119,Check,1316415
smlP,HRLBe,604216889,Wire Transfer,1440773
ZAys,ROpyK,889498744,Wire Transfer,3087206
AIyA,LYOhF,290244038,Cash,2295164
iofp,yNURu,171385298,Check,9550277
IyJq,AXcAU,716903965,Check,0205624
dKvU,VBtPl,536199827,Wire Transfer,7563513
bEuX,floJH,328760055,Cash,7165166
ZbmL,YAiBI,740428040,Cash,9474864
NjAR,Xwhhz,020321152,Check,8405372
LljQ,sTjlg,977244247,Wire Transfer,9297680
hoNE,fYrrO,899844559,Wire Transfer,8802667
kUWH,wWlLW,367003383,Cash,0729345
zWHo,dTpEa,963726810,Cash,1514558
WRUy,aXaPy,965284610,Check,3475919
VCva,PQrqx,841147213,Check,5300206
xkzO,weEna,416428342,Check,7191337
fTjG,ylfHS,312425322,Check,0557786
NIVq,nymUl,551926286,Check,8835755
pwsh,pmgAQ,631498571,Wire Transfer,6004778
uvYk,bGsYy,665641347,Check,4339251
FchU,ELcEG,667152432,Cash,0591675
SUCP,kIIhs,041564403,Wire Transfer,6609917
ZGWP,zTDDg,188479356,Wire Transfer,8306398
HnMa,CnoFg,412034178,Check,6876042
GWbf,uTvVd,256685287,Wire Transfer,0311600
wjBx,GFgzI,346405352,Check,8884171
pkmb,LQeGr,817860618,Check,3347176
iVju,cNAOA,445871427,Wire Transfer,5138713
mawg,IxFQy,107614066,Wire Transfer,9235194
qTlU,hBMmL,226457475,Cash,2537456
qCvj,sHFkP,541336212,Cash,7974685
pQZP,JBgRG,089347602,Wire Transfer,9159562
Abji,aCNYr,351445794,Check,9184202
oFwp,nWtma,929974117,Cash,0438528
udEj,ZvnlS,394775820,Check,2673878
yUpj,IVzUf,339783923,Cash,2771645
vaHm,XQvOL,467696497,Cash,5867589
FUzW,preaz,304711989,Cash,1356198
ensQ,TIDus,628870592,Wire Transfer,1747225
fFMW,HDpkH,891911240,Cash,8916465
heCA,mTCAj,210476451,Cash,5154280
mBwt,XTred,432918991,Cash,2240186
RTrb,qzngm,537401714,Cash,2934515
YeNp,tRCiY,500107056,Check,4206816
EWHC,dlMdR,560108575,Cash,2046415
prbR,VUKgX,967557517,Cash,2827862
fExe,NmVqJ,835022689,Wire Transfer,8231457
LUxN,IcSbw,459555574,Cash,2190568
srTP,EMmRm,048345199,Cash,5861761
PUfg,FSIvu,377452010,Cash,0861426
aaPM,GpemG,550858625,Wire Transfer,8771305
KfYz,tmAuW,128929065,Cash,9460136
VsXc,BdSlQ,907415009,Cash,3403817
oPOb,qipnn,253447089,Wire Transfer,6719502
TCbK,bcZgP,736040654,Check,4438253
OsCh,GvTlm,150418650,Cash,4729743
BlTO,YJCdD,124196258,Check,4669828
hpbW,iGBjQ,948089169,Check,7617048
NcnQ,qswVa,573487976,Cash,6139458
IYjR,LZDCF,192000230,Check,2711691
rhxG,kksBK,546907995,Check,1857545
PKdM,JtFcT,386169045,Cash,7078818
oWfT,WHpdq,047138531,Check,2608665
cmZn,FFmER,811863223,Check,7488092
EAHy,psikV,241199453,Wire Transfer,6152751
WGPZ,rLLzu,394616850,Check,1912795
Dwfl,nIeAe,174272713,Cash,9418131
FnVC,dZMBS,622945578,Cash,7533871
QVup,FPgyW,180798158,Cash,5809954
CPDQ,KfrWL,580634920,Check,4031813
IBXb,igCvP,452761149,Check,5538095
BEal,JOPJa,443830141,Check,1918687
qBDl,fOALw,093109920,Cash,2853506
ZeGr,koqih,061616707,Check,1227227
benR,OfxiP,749891665,Cash,6771921
iNxw,HwACW,738454621,Check,5259985
IXbW,IUpIl,124378531,Check,8773026
uqcH,wLEtX,193756120,Wire Transfer,1592252
UBqi,EKVvq,973694769,Check,2342313
hNyV,TZhJX,459122478,Wire Transfer,9950989
xALq,egkdD,518114619,Wire Transfer,7644482
Jplp,GSfeu,917618534,Cash,0149223
HYGK,ValBE,628796151,Check,2375493
QGnG,gSfQS,179372438,Cash,5567230
KjnO,gOVms,242663705,Wire Transfer,8196714
ZCPw,xXVut,045651867,Cash,4499217
wwtq,dBekn,011375096,Wire Transfer,8671470
wlhe,UEADN,043967783,Check,9733339
Agpn,WkuOM,601764125,Check,5003277
elch,GQQAE,794561783,Wire Transfer,1949128
JUXx,iyjAR,353847004,Cash,1642210
YdAs,dwzCp,587985870,Wire Transfer,9605744
CLPl,UezXl,691485016,Cash,6351859
FqHK,bAZPn,187534747,Cash,8860483
EPCE,RHQor,695967040,Check,6432876
yQcl,wbzuW,723718401,Wire Transfer,6409464
dYoJ,hmqoZ,448102316,Wire Transfer,6344836
oQjB,gHatA,604331922,Check,2806992
zfxx,sxSEB,294698805,Cash,2317480
muAY,zpRJJ,954495410,Check,8667962
PRnv,qoicF,712797720,Cash,0971281
MCtM,ktxdf,495689337,Check,0643797
gbJB,uktxK,857002248,Wire Transfer,8231906
hzCM,TRNBr,463239819,Wire Transfer,0548184
enwr,eEHZQ,466182512,Cash,6267953
Fevn,OkgcK,441422539,Check,7602985
OZMD,JnHKn,670020864,Check,7213394
ZlSB,kFAuw,942478563,Check,8164002
GXKG,YoytS,288940575,Wire Transfer,3646991
DHhp,cbURz,432092296,Wire Transfer,6485244
BROs,onBgK,563970752,Check,5668014
ANnl,SkGft,461556275,Check,9140670
WTIE,DGIrD,803162352,Cash,5052007
sGDg,cQYVy,300823896,Cash,4024999
Dfmd,jzuzk,227111962,Wire Transfer,0026535
yvlC,YWXXf,475154705,Check,2701442
SubD,UWNSl,796200429,Check,7429658
AUTl,WVEGZ,925376236,Cash,5720068
GPkO,pwXGk,320670357,Cash,4091158
GMoY,LCqUk,068096867,Check,0864345
fiRn,jZIQc,363218643,Check,2044332
biQI,HlBxS,290189749,Cash,2028147
kuIw,cHvcl,163468817,Cash,9989503
zaCI,CsXqX,621416519,Check,9057216
pKwp,TSubG,524747889,Cash,6598902
vfLW,ndVgp,756253274,Wire Transfer,3085651
IguM,TlTwf,953584503,Check,1520105
QfdD,GPdkm,843665500,Cash,9683339
lCpq,ZVVtV,104234868,Cash,7226116
mAtV,kSbuA,172535399,Wire Transfer,4996224
FZLO,rqeDV,763842936,Check,1917785
bHkY,vKpaE,364770390,Check,0502501
PnxD,qmKZh,287590738,Check,6534849
kuFt,HNyat,037408815,Wire Transfer,8679768
uBnb,Ajjoi,900734438,Wire Transfer,5753570
FfBq,mwuxh,559018273,Wire Transfer,8450089
RBav,jooXa,586393968,Wire Transfer,5032503
BdoE,SeqDK,489730935,Check,1303191
ZDoQ,ClsjZ,798171904,Wire Transfer,2022261
wnRG,okaaJ,622203141,Check,6379670
HYMg,boQZH,856079025,Check,2551584
Vahh,Fdurs,133410133,Check,5104625
rcZn,fKsFM,538595964,Cash,6766623
vEfM,ziBLI,472924945,Check,2140363
RprW,iTHYH,264553813,Wire Transfer,8905005
ntjT,pLwEe,864316749,Wire Transfer,8351951
rSXl,lVYlU,182102763,Wire Transfer,8363491
GiJQ,qbgiC,198080529,Wire Transfer,0725434
TjyU,XDmRt,371707287,Check,1196814
rtSG,XhnnR,048817588,Check,1836018
CKUf,iYSxb,320429303,Wire Transfer,6353910
vwdF,Tukdk,274414144,Wire Transfer,5038267
NUtI,rIpJO,117582501,Cash,4891191
bcLN,bwWeE,703768506,Check,8695388
sphK,NdZOR,789526921,Wire Transfer,1478271
oscP,aOHQV,575915493,Check,1117740
WUUQ,Wkpkq,636034052,Check,1921054
epIf,uutxz,255644677,Check,7989498
pQUt,rJBpM,799583625,Wire Transfer,0930223
xNGp,trKHM,421889786,Check,2835032
Phkn,qgKvB,604438798,Check,2008538
Giwc,ZgYnP,989142008,Check,3145956
fHjT,YDHir,958711257,Wire Transfer,0420822
bbfH,QQmrD,391593247,Wire Transfer,9753406
wEIO,MaXAo,108719818,Check,7930978
iWxB,SzqoP,046589983,Check,4138342
yJek,FIlWQ,267322558,Cash,2148043
EEjx,wgoxp,524735497,Cash,9219617
WyFN,Ylihy,752303719,Check,4353408
LMfk,GZhCT,617019794,Check,4606504
AvUs,RKTfe,240594167,Cash,7626761
XeUX,HVWLN,774547870,Cash,3140093
HkUO,gxUzb,767650766,Check,1742802
wOSZ,EojyT,370059787,Wire Transfer,4848854
FwRB,nOoiG,051385308,Wire Transfer,1277530
jCbs,LWTpA,001026802,Wire Transfer,4427626
pfOb,qwwBc,427731489,Cash,9327076
KwSD,TAezE,216578223,Wire Transfer,6366927
ZAcq,bJfnk,169502490,Cash,3563332
ybOq,FRuYV,050192964,Cash,5997538
