VendorNo,BankCountry,BankKey,BankAcc
64232,PSE,180850,42426376
64232,NZL,581059,47448410
64235,GAB,679990,51660455
26294,SLV,216041,47559007
75373,IND,066945,36267717
93103,LTU,892721,04474841
93103,LUX,870415,68994052
13967,TUR,686066,80352710
32499,NAM,783309,02297068
32499,DZA,742907,17639842
97955,AUS,951696,94641987
97955,DMA,825373,40006147
53868,BGD,388411,75814607
40611,ALB,597500,84462338
99773,BDI,743883,05141561
99773,SPM,547725,57297013
37382,ARE,520227,86752780
51844,AGO,042258,04001375
51844,ISL,343319,47031687
58286,JAM,374534,85064749
58286,LBR,321855,06084141
22943,AUS,833850,91401474
22943,GTM,943709,03601904
33267,HTI,627074,64394702
33267,SSD,014170,07811463
43815,JAM,810132,20897794
43815,ARM,006335,32748815
31181,UMI,098494,84891720
31181,MOZ,068182,62750315
92053,KOR,196016,75020730
39180,SLE,082534,70319826
66948,SXM,778714,77821050
15388,GLP,119011,72482665
50626,CMR,986463,34892194
50626,SVK,199665,54699140
16125,ALA,446798,03921571
57066,VGB,870557,41016823
54307,CZE,858998,29619129
54307,NFK,843685,70001574
77237,MNE,588792,09551795
77237,ALA,821002,69527284
43906,URY,335789,07958740
43906,MEX,304450,68512724
72601,GNB,893327,94516753
29506,SUR,448129,14684844
24263,ZWE,232559,88670156
51387,UZB,090232,65287094
26169,GRD,515753,66411478
48604,KGZ,278749,80778176
64391,QAT,836715,16299120
64391,IND,960056,42477733
91739,BFA,375606,32166264
68262,LAO,736646,67086044
68262,LKA,124307,77664562
439,ITA,917950,97066467
2773,MOZ,987749,23075199
75607,URY,821985,14322321
95552,GEO,097919,13037252
87328,MNG,496600,48132602
87328,BLM,135648,25816391
67776,ARG,274584,56624251
67776,MNG,056460,18741704
47875,PER,533376,59333226
47875,IOT,213901,16998820
58378,ARG,086382,98835439
64148,MCO,073888,34271023
64148,JOR,295275,61064935
73677,DZA,846494,68807715
56510,ITA,415766,77173644
1610,BRB,160632,24294546
88847,TJK,020113,84017853
49915,SRB,226022,64799079
14400,HRV,429111,11216815
55506,PHL,433576,97553223
27840,NGA,307997,07991699
19557,SJM,302110,86066177
19557,TWN,664577,79727399
153,MYT,700537,20446772
81662,SJM,084062,09706794
81662,NLD,715548,71082833
21519,CAN,684013,82803553
21519,ETH,349146,54265209
90562,TTO,157983,32182453
29986,CUW,397480,90207617
29986,ROU,277021,05786230
86831,TUV,982428,41003323
23805,BGR,832989,43982689
23805,KIR,546579,95801246
84693,STP,418256,05966402
84693,MAC,923639,71103607
5110,RWA,690768,31084686
25900,THA,897720,22356370
25900,ERI,120540,06119216
90171,FRO,061606,80602824
90171,PLW,061244,73490270
23292,ETH,757669,12805924
4627,MHL,179430,44688767
4627,ECU,948646,55694905
70762,VNM,006589,55291131
77583,RWA,419669,25135072
27254,GMB,906857,32732000
27254,VNM,887537,99848279
75678,BWA,689542,58140710
45455,MYS,842252,82998279
45455,ARM,757496,47236427
41234,AND,917411,85722863
41234,SDN,157538,77489483
45059,BVT,602259,35857023
99456,GNB,506373,95671676
85276,ARG,631066,21351013
86283,MOZ,396914,88273325
58397,IRQ,196907,48722908
58795,TCA,881281,88872718
58795,KWT,528825,44158301
40823,ESP,359961,74500424
21105,ITA,497190,09411924
8157,ECU,006820,11512356
8157,VEN,498955,90423465
1903,MDG,053526,61673028
1903,IND,760822,18592997
76818,HRV,493144,73080233
20205,IRL,005214,25340061
20205,SWE,420167,93064167
26866,GLP,858448,20070065
26866,COL,951681,03157508
81152,GUY,041049,19854402
81152,IRN,218356,89319282
65384,GIN,138375,22100676
52027,GMB,756900,30820812
52027,RUS,940902,35811534
36358,CXR,474324,13291884
6966,IRQ,619127,09651465
47930,TJK,256581,48123177
66345,ARG,327758,64951393
66345,MDA,644455,09183301
52499,SDN,767457,47352761
36297,NFK,808433,58057765
94679,IOT,227608,17366691
59764,WLF,261129,38889504
83623,TTO,734016,53428770
83623,POL,533785,07491166
60487,ESH,585405,34373342
60487,BES,226104,24151346
71990,KOR,100303,45932094
57382,DZA,875103,95667278
26780,WSM,539722,38615903
62355,AZE,971961,30150757
41588,PAN,957379,80286586
91373,TKL,926903,02635913
91373,BGR,666740,61946466
1794,FIN,998822,08453681
73612,TGO,032713,92349462
23422,ERI,521912,39765954
23422,ROU,683712,12277974
11906,SWE,349365,71546365
11906,PER,106668,71138515
56394,GUF,942422,46465976
56394,GNQ,650384,00913292
15376,STP,752642,91707949
92532,ISR,466610,95020185
92532,HMD,852718,69335098
50840,FIN,793138,79715495
86347,GRC,733104,12982423
86347,MYT,332811,85868886
81598,DOM,973649,99177356
81598,LTU,051328,96610215
57655,SHN,193342,43731399
57655,BVT,330672,11745568
28271,FJI,341245,06159846
56773,ALB,653867,43262091
56773,PRY,786996,61450145
7640,SYR,788319,68064100
86133,BGD,313046,12911129
86133,GRL,148820,78284355
94565,FJI,414591,46265179
94565,VIR,189841,83308110
6601,PYF,138978,87184277
6601,PNG,573341,66356433
88452,VEN,553287,08999181
88452,FLK,203776,20274595
20816,SJM,760409,78057349
88798,DJI,909881,79508130
88798,ESP,753192,68652728
14783,HRV,038147,72323601
78441,MDV,422608,62442553
99345,ASM,399148,41835905
99345,ARG,712260,47212552
81142,BDI,939957,46108856
78622,BEN,815412,23654900
78622,DEU,145568,58111458
82957,KWT,542649,29770301
93250,AGO,335784,86355873
93250,HTI,788135,12000154
85865,NPL,028337,91468452
9507,SLB,688450,71835383
9507,DJI,410531,83634701
36595,ESH,607839,64069681
94025,KAZ,118820,55522270
94025,TCA,436183,43288602
31259,BLM,570806,71387660
31793,DNK,469832,40649204
31793,TCA,875390,02902099
25605,NCL,664786,59454877
25605,SWZ,620894,82878275
40849,PRK,884895,10337948
36750,BEN,271677,96181558
96020,ATF,673801,10544791
96020,BRA,409817,41205047
65408,FIN,018299,36948656
14622,HKG,967634,61696739
67735,BWA,230430,69154606
67735,BDI,058151,88264683
4282,TON,657572,42259955
4282,AFG,262226,94984386
41047,URY,918881,50097917
41047,CPV,968075,62692064
26335,GRD,292850,35219495
26335,NGA,589777,68196532
27728,PRI,860624,00351477
68720,IDN,172613,68232764
95503,JPN,184433,91006176
95503,ALB,648106,79887017
45048,BEN,081321,58331111
45048,NRU,882434,99916860
78611,PYF,480784,50801484
85590,ZAF,320649,47190659
85590,GHA,006302,03555538
40925,CMR,020652,53282291
77796,POL,282475,26471244
280,LBR,029626,42147029
59448,IRN,317256,43193023
59448,ZAF,490335,50194530
868,MOZ,586401,01506449
868,CHL,958528,00558816
31020,BRB,642524,36914062
31020,LBR,769457,68855094
49747,PLW,861318,81804230
8781,PRT,504892,67168775
8781,UMI,525154,73107110
26054,PNG,774556,00675631
26054,CMR,144887,24810262
73620,ZAF,879741,15696532
36607,BWA,958214,57178981
8411,TUV,800948,62145837
30705,DMA,088217,16678606
31653,TKM,634404,48287587
31653,BHR,311422,42552024
26934,PAN,787057,17048684
26934,PYF,353249,08736749
36860,KHM,282209,75378468
36860,TZA,710652,46851893
18027,GHA,361919,61147308
18027,SWE,306057,92526965
61824,ALB,977560,66491823
61824,ARG,382040,97964602
34026,BRA,990199,62512486
73133,BLR,224284,88872196
73133,IOT,227392,72477023
98787,QAT,263609,04562237
98787,TUV,543806,17983078
99857,TUN,976379,90664423
99857,DEU,899077,65778835
44960,POL,727622,42419822
44960,MDG,469437,47227305
11650,SUR,715646,46634122
95378,KHM,994286,90594651
6793,PRK,041078,67972087
6793,SYR,873050,25264473
83039,ARG,821980,00066557
87639,TZA,345338,84005790
87639,BRN,649106,78233236
60402,IRN,940346,06592382
12427,TUN,013443,61401207
12427,NIC,943094,99148455
6635,MDA,281507,16668984
6635,ABW,977054,62652775
24157,COM,339882,40454519
72398,EGY,918419,06211366
72398,TON,067287,78711678
11373,ETH,059451,69366412
11373,PCN,178822,10717491
78727,SVK,480499,74171163
48427,GIN,698479,93316005
48427,KOR,903285,42943956
6572,LVA,765627,91652050
51297,LCA,277931,20164582
51297,KOR,233371,34470268
41717,SGS,150630,23258657
7073,KOR,191292,34014315
7073,GHA,077229,92035378
16425,NLD,814265,96025210
17949,NER,401864,05540943
47127,AZE,144489,50306401
47127,ITA,831296,89998472
79877,GRL,529714,93332435
79877,DNK,350331,78072368
12120,SLV,983372,53192503
12120,FJI,951467,73598001
59455,PRY,710076,44072131
53559,GUF,147161,96683565
31074,BVT,819426,80205944
31074,GUM,137416,50613964
16723,FLK,199903,49388195
48383,UMI,483296,07758160
48383,ISL,917399,15068471
77346,VGB,186241,14618172
77346,VUT,966646,22653150
75830,VIR,160506,77844826
34164,STP,706452,32401805
34164,JOR,010763,62051057
78606,BVT,381803,36064179
38414,GRL,236896,84273939
38414,ITA,092746,29711283
35795,CAF,400336,04123993
35795,IMN,863774,48518516
80416,RUS,629312,53397266
63346,AUS,806467,92873913
63346,PHL,606157,43909613
86753,LVA,482060,92467128
86753,SYR,243118,74126923
55512,MTQ,953839,45141017
94827,CAN,707595,24920276
44340,KHM,012774,39598295
55780,MWI,406027,91750342
55780,DEU,837836,35963996
91238,WLF,717145,76420550
91238,VNM,411671,69130834
46114,TGO,959618,36422202
46114,MSR,933726,67736550
49901,ZWE,730229,49642100
49901,EST,947570,44263801
19274,AGO,191713,41786765
67968,GUY,157616,49128409
67968,MWI,860088,82098702
83814,USA,999168,02741647
66338,GRD,355566,75423625
66338,AUS,844039,76667116
65590,SLV,610472,93954189
22147,GRL,066119,50651910
23691,KHM,852196,46889240
54337,JEY,850299,45150801
54337,ERI,620427,42910986
60782,JOR,803105,93319414
60782,TCD,963947,65398956
26389,BES,999527,43345342
61206,RWA,540460,41026420
9972,KGZ,674541,54033774
9972,AND,071213,21307363
78163,SVK,208384,62551071
92224,MAC,796968,76288787
92224,TLS,719402,23223777
97254,BHS,037048,35471937
97254,PCN,190000,86143507
16847,PAK,185695,55188746
16847,SGS,989850,87068196
16872,LBN,555960,58576241
12666,ATG,266705,55086335
12666,AIA,497428,20900848
37417,KWT,646906,81782119
32002,GIB,846178,18991508
52794,GAB,058910,28805094
47040,GTM,234828,50991260
19620,LSO,446243,42881043
99185,WSM,789862,65216383
99185,JOR,846281,24300128
77703,TCD,017231,55671177
38671,ESP,368885,49055870
38671,HRV,729964,19214835
59075,RWA,979241,90435172
59075,ARG,448032,46339874
46263,ATG,744272,52676837
46263,SJM,083518,30719269
37695,GAB,414539,93032531
37695,NPL,424157,96666506
93054,LVA,151235,61849090
5209,BGR,191040,94315851
56693,VEN,272611,66601307
40189,CAF,450529,56416242
40189,MKD,776033,51693243
58002,OMN,785152,32559891
46365,SEN,881543,66419201
15990,PAK,959786,52920856
15990,MMR,795224,87553349
91720,ZMB,113486,01741989
67209,MSR,542840,68298275
67209,ETH,308668,35777206
33726,VGB,756860,10458232
62878,MTQ,639993,14789121
62878,LSO,720633,91247984
97293,AUT,553543,73194591
97293,BRN,110417,81008305
6658,MLT,848222,79546111
29679,MUS,297785,55896016
38079,JOR,839243,69840451
69487,IND,531862,65539908
69487,GUF,060024,25292565
54347,SGS,828184,85036294
54347,SJM,662469,71106092
17432,LBR,587167,65078144
17432,SPM,103125,80015177
78842,PRT,750604,63744776
53823,LTU,578140,90870174
90165,TJK,524456,74610834
90165,ZAF,735895,40474468
78500,ISR,761696,89987693
94623,TKM,666912,27895577
57635,AND,021182,66888288
57635,CAN,195597,22947362
61933,MWI,381668,79619063
56858,USA,824409,61318301
56858,FIN,207659,84269731
44937,NRU,337927,11317385
33722,PNG,811747,11546587
33722,GUF,561991,08272621
23883,BGR,378887,38782650
87746,ASM,565481,94702959
87746,COG,490043,62949728
16958,KOR,506694,14670460
16958,FLK,511410,04482259
43103,NER,970868,86680099
58439,COD,051806,33641930
58439,MEX,558230,46287452
18959,MTQ,146848,39212382
18959,EST,136382,80143635
91550,BIH,024964,26355708
91550,GIB,362547,32637749
18526,LTU,105016,82004893
18526,MAF,104535,68671365
11215,BLM,497400,59371991
5456,IOT,896772,13112597
5456,TWN,485114,73508508
64537,VEN,023383,22175403
64537,NIU,168254,41688964
95289,BLM,993457,61042887
95289,BDI,580438,96591757
85640,ATG,779107,31059452
85640,DJI,167348,46517467
89543,DJI,388237,81103667
83427,GIN,368053,51059316
52139,TWN,703663,35713762
7394,CIV,790083,93953244
60051,REU,819977,11577167
60051,FJI,928049,75073331
87709,UGA,506738,05687348
50349,DNK,546252,50142993
50349,LTU,677686,87144201
87130,THA,142776,34510187
87130,VAT,798087,45191295
58460,TKM,838361,24892027
58460,NIU,363039,16968444
63076,UMI,084250,17117569
14062,GRD,469652,72262768
84408,GAB,072885,48230498
1162,SLB,383905,36796940
41156,DOM,954240,12662415
41156,ROU,344473,63052282
49802,PRT,464704,41642157
49802,MAF,375853,57417328
17209,COL,823561,03865793
83065,PLW,448644,56630222
83065,ETH,484452,42582209
80870,ITA,080733,25912158
80870,DMA,612383,23382606
69753,NCL,152994,73191890
41869,COD,837251,68295315
79916,CIV,320363,99213526
79916,STP,267325,04963336
9474,GUY,152195,34613745
9957,GIB,391331,86864671
80037,JEY,884748,53239528
80037,MCO,624882,41309786
78756,BLM,513039,92233722
61176,FRO,983782,83331454
61176,CAN,634049,04172051
23341,AUT,313488,15113672
24517,NIC,650019,73508213
24517,JEY,730178,19379625
15000,GLP,527146,99842289
94451,TGO,824726,60213491
94451,ARG,263920,96880496
99226,GRD,365888,45423017
39010,PAN,402617,84022671
39010,MOZ,284574,66591750
42426,MRT,436340,84502153
33165,ATF,140063,68863344
48414,GTM,892264,90582187
49003,LUX,371931,67410861
99881,KHM,931779,15314867
14951,THA,648486,33097563
45448,FRO,456843,27398346
58131,LAO,665932,06194457
93346,BLZ,278973,23119192
87636,ABW,071334,92930965
55211,UMI,884758,57875281
48574,SMR,775408,11461330
1731,PRY,489078,09202792
77421,CHL,267720,20979429
17205,AUS,985604,62383076
94847,CXR,591329,33526116
91427,NPL,323083,87942945
29757,AFG,603753,51918448
64833,MTQ,108381,59841885
64833,REU,009306,92003438
22975,QAT,153963,29242381
97789,PAN,184003,31219244
93727,ZAF,329383,02831944
93727,VIR,314810,63328385
9422,ALA,732321,68322464
9422,ALB,235309,28151409
20826,BEL,427246,74361561
18249,CHL,608546,49348308
79249,NPL,201710,02997178
74261,PCN,879592,92622473
99444,GRD,467300,75860276
99444,JOR,117726,20288002
16430,SWZ,551922,04062345
79819,TCA,902652,95940288
79819,UKR,805584,45577855
32711,HRV,876277,34538660
32711,BLR,910250,33534548
10169,FLK,253655,36435600
72228,PSE,020269,53455953
77984,BFA,621884,58677203
77984,AUS,430876,07481190
3232,DZA,110037,21316663
3232,BTN,833179,97473668
42535,ARM,109909,52619951
42535,PYF,626416,27287035
90512,LTU,855180,61959659
46967,BTN,105253,18460228
13004,CAF,091476,36828547
13004,BLR,284950,34477186
78593,RWA,461469,11805866
67360,BLM,803403,38214818
67360,GUF,126511,42202445
26301,ZWE,697313,07938615
26301,NAM,854456,24838677
58476,POL,352164,59854306
58476,LKA,823419,75635864
34876,GIN,063530,81635829
11790,SJM,998430,90022255
11790,DOM,952995,79578475
79827,CHN,655320,13376436
79827,SAU,954297,07463036
37751,NCL,115195,34772949
66589,NPL,674700,80461352
66589,USA,741349,87505307
85890,MRT,354028,46662522
52950,DJI,478625,74121817
52950,AND,888220,75285616
86286,NRU,742038,46282946
86286,UZB,962295,44304184
69780,USA,596269,19337764
69780,DOM,087121,85659534
40003,SVK,667373,48525771
40003,SYC,059584,84849392
88403,LTU,477026,56707450
29737,GEO,455429,82886035
62999,BRN,643408,69357766
62999,GTM,395109,42768201
33190,KNA,661269,51412757
33190,NZL,661758,31085539
56269,SUR,887134,27952614
56269,NPL,958769,78525146
52510,ARE,811923,08453036
10926,SDN,053209,09901069
10926,CIV,488714,10179303
61829,KGZ,106757,20977898
61829,ETH,618311,90284821
85521,ECU,402076,28021122
85521,TKM,746196,56163328
82002,BFA,398204,91673355
68559,ATF,183384,03128532
63512,KEN,369217,97984981
32293,LCA,239113,64737373
32293,GBR,264422,90589455
91902,BHS,701875,93420881
52523,SLV,449177,19529734
5285,LUX,033231,46529371
87964,UGA,004979,92942691
91187,PRT,221207,78534200
91187,MCO,585587,47089214
69109,CIV,538752,69356980
69109,NRU,786925,08722770
3676,ARE,025468,91567159
3676,CYM,619675,05538246
44021,BGR,396567,94560946
44021,CMR,700174,19734927
69401,ESH,313377,00358879
69401,KNA,613775,71490204
59923,IDN,707308,27465324
59923,ALB,587654,51844337
92057,NLD,082115,92450004
19025,PYF,145302,99342980
19025,QAT,819366,44967791
77895,ESP,167621,78325348
77895,VNM,913757,77598011
71281,LKA,677510,88720536
79908,OMN,377122,98694933
79908,CRI,312451,05078444
83743,ABW,600657,13678678
8596,MRT,374921,53440401
8596,BTN,252207,09784525
78447,AGO,108257,57895311
78447,IMN,545523,16295998
99357,KHM,345824,36315058
49447,ASM,123834,90256373
49447,OMN,505873,78580128
2994,MLI,139518,29174184
2994,SJM,231777,89767050
40973,USA,561240,46505828
40973,UGA,569131,73382388
4778,RWA,146017,49517584
4778,GRC,340840,79469951
42539,SSD,555610,61509703
42539,NZL,238214,63143234
85679,BRA,079532,39114388
99828,VCT,337751,50317597
99828,MMR,685576,30205073
41068,DZA,305764,05633239
41068,VNM,837385,61718585
19686,IMN,647846,41864608
19686,BTN,892221,65765268
35768,CRI,656442,78507002
78662,EST,276657,63938803
83659,THA,153123,37590414
44089,DMA,951930,37968856
32797,SUR,903309,60474128
32797,VEN,887068,63174850
57428,COD,807522,76805474
43153,SAU,903244,86946034
43153,TGO,755804,77283468
17885,COM,827876,70812933
17885,THA,784850,54881243
29829,LBN,001069,64246791
76513,PCN,610595,10512641
14965,DZA,832917,12467403
14965,NGA,100346,61207471
94096,COG,442135,38130773
76446,SLE,204375,17228540
76446,HMD,531267,61903445
48259,NIU,982621,70870374
48259,IRQ,525394,60835226
27467,KOR,914737,27318872
46500,PNG,405279,73814185
46500,BVT,368366,76557682
60158,MOZ,794977,61680228
81576,FSM,276265,58114629
81576,MEX,168058,47575758
66009,GIB,747273,05900118
66009,CIV,465488,09181930
46857,MAF,622836,09547073
46857,TWN,521994,23443348
10704,GRC,004285,59453110
10704,SMR,548445,73346859
15959,MNG,574441,47266732
15959,IND,276381,81712930
87253,MRT,180827,50010748
35431,VCT,002845,27946676
35431,CXR,997529,28740621
51983,CRI,616802,80427014
51983,CIV,130095,80518217
58525,KAZ,842459,76492184
4209,MLT,040107,43237489
4209,GGY,894490,27767817
1928,SLE,388374,19834598
1928,AUS,687379,30633022
36582,VUT,529360,33404997
36582,VAT,478286,14378118
13478,ETH,812975,85207212
13478,TCA,778919,03484046
5233,CXR,123737,12970265
5233,VNM,524646,45074056
174,GNB,424118,89149750
10510,AZE,339827,20667026
94670,MLT,056585,84893202
1723,MAF,342371,53846060
25227,COG,424085,00795308
2572,PHL,770810,98927439
6510,CAF,887541,68161947
6510,IND,624747,40573747
33599,MDA,381699,87473384
9416,CUW,006991,17660536
9416,SMR,045179,93668861
55797,CMR,195511,81534150
57026,UGA,072837,82738672
89145,USA,908042,52233479
89145,GNQ,491181,78545458
22404,BHS,889672,74524293
22404,NAM,429556,76316845
6406,CHN,922014,67419098
6406,COM,144058,67036988
18005,TON,078093,39437361
6531,LBY,240780,26054917
88287,LBY,316499,55607222
49649,CCK,056315,07895268
9987,SVK,692767,36535505
89813,BDI,876929,36772093
89813,BIH,010381,02968053
27074,ATG,549625,99009029
10122,MNG,176395,00292331
90730,SLV,077217,30825592
57821,KEN,000804,73200170
26197,MDA,435822,61751461
39872,NCL,535477,99519782
39872,ARE,941734,10211292
36476,GNB,876268,05613605
36476,LIE,553400,82729334
55775,COD,659550,90618253
39318,FSM,039401,12855193
39318,PCN,761838,32381271
69787,CAF,169672,89719513
12154,RUS,792266,68276332
12154,HND,005889,92570648
42341,SGP,383124,14419055
42341,IOT,806622,42258727
6991,COM,931579,44376014
6991,EGY,226448,76483764
61926,LUX,643142,77994329
61926,SRB,966350,26386761
89354,HND,319565,04928085
89354,MAC,016103,55097005
34978,LIE,508808,86167129
91668,ERI,950329,58826330
31025,DOM,934853,03544093
31025,VUT,397344,33032527
26736,NZL,110269,89615466
26736,DOM,483824,71660560
95360,DOM,565252,91609221
88433,MAR,877721,05296755
88433,VAT,104128,50941694
41385,BRA,143553,85077842
62113,CUB,175780,35853457
61459,KNA,723294,53478724
61459,MDG,782802,71040974
77296,VEN,624732,74540419
1323,LAO,255776,38793358
17181,MDG,691841,27469215
